step,accuracy,auroc,f1_micro,f1_macro,neg_log_loss,average_precision,balanced_accuracy,time
0,0.33,0.7264718777777777,0.33,0.2540639165747486,18.48104776655119,0.46667235943855284,0.32999999999999996,0.15332531929016113
1,0.3737,0.7253236444444446,0.3737,0.24937912585491007,18.416564130300713,0.4649236650395049,0.37370000000000003,0.2742486000061035
2,0.5706,0.8821661888888889,0.5706,0.49689110240034584,7.919685659720771,0.7458179651608576,0.5706,0.31482815742492676
3,0.7058,0.8889682111111112,0.7058,0.644305732986177,7.57428166934156,0.7720516626365722,0.7058,0.283123254776001
4,0.7969,0.9415711555555557,0.7969,0.7623462486363113,4.007614616032838,0.869460544454504,0.7968999999999999,0.3159008026123047
5,0.8368,0.9934682666666668,0.8368,0.827026055546378,0.5500190806380579,0.96741608378419,0.8368,0.28595709800720215
6,0.9183,0.9958632444444444,0.9183,0.9191012094579314,0.32584770405252106,0.9769311300670663,0.9183,0.31627845764160156
7,0.9305,0.9962918888888888,0.9305,0.9305868440288043,0.27323019152084327,0.9782935535230962,0.9305,0.2942671775817871
8,0.939,0.9971765666666667,0.939,0.9390084872405149,0.24037075223004467,0.9828183377425344,0.9390000000000001,0.3042769432067871
9,0.9419,0.9973825999999999,0.9419,0.9417342211670651,0.21984693663902904,0.984308828170241,0.9419000000000001,0.299274206161499
10,0.9439,0.9975796222222222,0.9439,0.9436677337683868,0.2072866539174899,0.9854649270365778,0.9439,0.3062763214111328
11,0.9483,0.9976952666666665,0.9483,0.9480973087819702,0.19191281839576405,0.9860755751598171,0.9483,0.3149127960205078
12,0.9554,0.997987788888889,0.9554,0.9554085179736933,0.1760337769683432,0.9881043465629368,0.9554,0.30527639389038086
13,0.9529,0.9978500111111112,0.9529,0.9531320941926579,0.17645662465388362,0.9877635419016864,0.9529,0.3062784671783447
14,0.9535,0.9977733222222224,0.9535,0.9537098307321875,0.17225085498947726,0.9872004720878685,0.9535,0.3072779178619385
15,0.9534,0.9978879333333334,0.9534,0.953573067229444,0.16700408260038152,0.9881021995321358,0.9534,0.31082987785339355
16,0.954,0.9978406,0.954,0.9543267893551413,0.16556951998042388,0.9877848991943814,0.954,0.3099806308746338
17,0.9587,0.9981050111111112,0.9587,0.9588699915583494,0.1513640210263873,0.9891547725272118,0.9587,0.3162882328033447
18,0.9617,0.9983222555555556,0.9617,0.9618094495782478,0.13858697973675177,0.9900165774668306,0.9616999999999999,0.3192896842956543
19,0.963,0.9983560333333333,0.963,0.9630777183540531,0.13460469660324728,0.9902337045871157,0.9630000000000001,0.3145017623901367
20,0.9603,0.9981603222222223,0.9603,0.9604556587573214,0.14009322539485863,0.989180779630518,0.9602999999999999,0.33029961585998535
21,0.9602,0.9983209777777778,0.9602,0.9603623416887247,0.13617678249368356,0.9899766273214283,0.9602,0.3092813491821289
22,0.959,0.9982988999999998,0.959,0.9591765074712445,0.13907497204510164,0.9903359474286149,0.959,0.31206274032592773
23,0.96,0.9983916,0.96,0.9601509634405986,0.13360320837470124,0.990507880234602,0.96,0.30902719497680664
24,0.9588,0.9984098444444445,0.9588,0.9589332195403489,0.13256438123944397,0.9905909844735691,0.9587999999999999,0.3138155937194824
25,0.9601,0.9984620111111111,0.9601,0.9602203767845714,0.1301360705500547,0.990684662112191,0.9601000000000001,0.3142843246459961
26,0.9621,0.9984741444444444,0.9621,0.9621682589269396,0.12654157160244378,0.9908277395642049,0.9621000000000001,0.3122823238372803
27,0.9616,0.9984807333333332,0.9616,0.9616394246904247,0.12698125138987498,0.9907808809595269,0.9616,0.31579160690307617
28,0.9615,0.9985362444444444,0.9615,0.9615435054049619,0.12496033018986114,0.9910698132786175,0.9615,0.31028151512145996
29,0.9635,0.9985362111111111,0.9635,0.9635231623898255,0.12292020371074334,0.9911589803283993,0.9635,0.32029056549072266
30,0.9641,0.9985547111111114,0.9641,0.9641394758970009,0.1235382210049533,0.9913260648409604,0.9640999999999998,0.3258795738220215
31,0.9628,0.9984969888888887,0.9628,0.9628441950395192,0.12541576219728512,0.9912429582610285,0.9628,0.314284086227417
32,0.9621,0.9985026777777778,0.9621,0.9621752327478594,0.12661966762580631,0.9913447701864501,0.9620999999999998,0.319598913192749
33,0.9629,0.9985355444444444,0.9629,0.9629875267801727,0.1261229022399396,0.9913624453242746,0.9629,0.31601691246032715
34,0.9646,0.9986392333333335,0.9646,0.9646899722623099,0.1198453217045294,0.9918319157265566,0.9646000000000001,0.31772446632385254
35,0.9651,0.9986219555555556,0.9651,0.9652100964079187,0.12037830186699353,0.9918006687951006,0.9651,0.31630539894104004
36,0.9642,0.9985536555555556,0.9642,0.9643068177534937,0.12388992002780197,0.9915665823971394,0.9642,0.32836389541625977
