step,accuracy,auroc,f1_micro,f1_macro,neg_log_loss,average_precision,balanced_accuracy,time
0,0.4679,0.7820199555555556,0.4679,0.4181215151350024,14.85478787803218,0.5800960602226338,0.46790000000000004,0.13788414001464844
1,0.503,0.8146264999999999,0.503,0.4245980647477773,11.444894303488873,0.6288148504207995,0.503,0.2862730026245117
2,0.6813,0.8850270777777778,0.6813,0.6014275772942914,7.657039855034306,0.7534510500029595,0.6813,0.2943997383117676
3,0.8082,0.9437847111111111,0.8082,0.7736876984591475,4.009943160000057,0.8741258501052472,0.8081999999999999,0.3072788715362549
4,0.8018,0.9921502333333334,0.8018,0.7799205986739235,0.6642217698284031,0.9585609776802395,0.8018000000000001,0.29859280586242676
5,0.885,0.9952292777777778,0.885,0.8866989187380169,0.40593853928051543,0.9713250055832923,0.885,0.3142852783203125
6,0.9061,0.9961439555555556,0.9061,0.9060691767528919,0.33079299980593885,0.9763777624847634,0.9061,0.2888753414154053
7,0.9241,0.9962327666666667,0.9241,0.9244172364990904,0.2724114183765828,0.9775285957068724,0.9240999999999999,0.3125460147857666
8,0.9247,0.996402722222222,0.9247,0.9249148106978714,0.2576748415539736,0.9778908500339776,0.9247,0.29877495765686035
9,0.9269,0.996604288888889,0.9269,0.9271367067572738,0.24434293827921694,0.9791561933494413,0.9269000000000001,0.31328368186950684
10,0.9295,0.9968414555555555,0.9295,0.9295750433864173,0.23467666723038086,0.9804447570715901,0.9295,0.2962684631347656
11,0.9476,0.9974868222222222,0.9476,0.9476426096713343,0.18562022811723555,0.9827596429236293,0.9475999999999999,0.31828856468200684
12,0.9489,0.9977039666666666,0.9489,0.9491270725932394,0.17787886234656167,0.9846702688724264,0.9489000000000001,0.29626893997192383
13,0.946,0.9974774555555556,0.946,0.9462825428221405,0.18262472432526028,0.9838131636094521,0.946,0.32529497146606445
14,0.9499,0.9973933666666668,0.9499,0.9501388004464031,0.1724727055240117,0.9834444855055816,0.9499000000000001,0.3249959945678711
15,0.9478,0.9973616333333334,0.9478,0.9482969932942231,0.1732472678881245,0.9841533907479745,0.9477999999999998,0.30846500396728516
16,0.9452,0.9973288666666666,0.9452,0.9458717982155088,0.17801202441831426,0.9844496643530866,0.9452,0.29766273498535156
17,0.9467,0.9974001555555556,0.9467,0.9472284149268084,0.17082991492500063,0.9848457534209855,0.9467000000000001,0.3077859878540039
18,0.9477,0.9974779111111112,0.9477,0.9481034257903405,0.16658521422847566,0.984824300971394,0.9476999999999999,0.2962675094604492
19,0.9457,0.9975563555555554,0.9457,0.946074114672982,0.16742049504369885,0.9850203997352821,0.9456999999999999,0.3062772750854492
20,0.9516,0.9977373555555555,0.9516,0.9519125388660621,0.15494024277581656,0.9860058220989858,0.9516,0.30095362663269043
