step,accuracy,auroc,f1_micro,f1_macro,neg_log_loss,average_precision,balanced_accuracy,time
0,0.4405,0.8082240333333331,0.4405,0.36365696064152186,11.618758654200025,0.5873214124707804,0.4405,0.13812541961669922
1,0.691,0.8847135111111111,0.691,0.616259963875375,7.740619470194938,0.7488873753852263,0.6910000000000001,0.3329024314880371
2,0.7326,0.9789658222222222,0.7326,0.6995580348310757,0.9698813548680356,0.8922189294035003,0.7325999999999999,0.31654834747314453
3,0.868,0.990536988888889,0.868,0.8691735485897987,0.6313448405998713,0.946061312691094,0.8679999999999998,0.3204612731933594
4,0.8464,0.9923851000000001,0.8464,0.843988242194008,0.5770078184403459,0.9506694804732108,0.8463999999999998,0.293729305267334
5,0.8653,0.9913357111111111,0.8653,0.8654665832481523,0.5233137332782047,0.9478116145882783,0.8653000000000001,0.3262958526611328
6,0.8859,0.9935027333333334,0.8859,0.8851059584465609,0.40936228579147255,0.9580511716593485,0.8859,0.33081912994384766
7,0.8887,0.994955911111111,0.8887,0.8866503585713564,0.36493482849959336,0.9645373269607653,0.8887,0.31510066986083984
8,0.9149,0.9968629444444443,0.9149,0.9143913770623595,0.2791088832253384,0.9783008893691724,0.9149,0.2872602939605713
9,0.9246,0.9972675222222221,0.9246,0.9242039804372404,0.25118347632126337,0.9819689762903524,0.9246000000000001,0.31870126724243164
10,0.9287,0.9974592111111112,0.9287,0.9284717820961378,0.23463329836135394,0.9842730289369586,0.9287000000000001,0.2869551181793213
11,0.9372,0.9975857888888889,0.9372,0.9373020964246755,0.2114595197180456,0.985757691874646,0.9372,0.3212919235229492
12,0.9471,0.9979634777777777,0.9471,0.9471901715323717,0.1820174050558839,0.9869871951074168,0.9471000000000002,0.2861514091491699
13,0.956,0.9981792444444444,0.956,0.956069674982033,0.1534781464430513,0.9880849336942166,0.9560000000000001,0.32856297492980957
14,0.9576,0.9981146444444444,0.9576,0.957703816311162,0.1495282944006035,0.9877474179150922,0.9575999999999999,0.29927802085876465
15,0.9572,0.997992711111111,0.9572,0.9573510086379194,0.1510761673606552,0.9873123086151347,0.9571999999999999,0.3154129981994629
16,0.9567,0.9980858666666667,0.9567,0.9568034377873026,0.1473811672804591,0.9879158583869039,0.9566999999999999,0.28626036643981934
17,0.9564,0.9980436444444443,0.9564,0.9564462530265043,0.14759147056351304,0.9879198318844933,0.9564,0.3142850399017334
18,0.9569,0.9980535111111111,0.9569,0.9569087961768015,0.14465632446659143,0.9874643335095097,0.9568999999999999,0.2822558879852295
19,0.9569,0.9981577333333332,0.9569,0.9569492969588834,0.14043971187249513,0.9879624338987323,0.9569000000000001,0.31678056716918945
20,0.9594,0.9982248555555557,0.9594,0.9594562299035289,0.13676280989420708,0.9884419685265062,0.9593999999999999,0.29126572608947754
21,0.9574,0.9982030111111111,0.9574,0.9574438798684308,0.13904045149475236,0.9883124544201186,0.9574,0.3179774284362793
22,0.9585,0.9981870333333334,0.9585,0.9585293160936775,0.13654348026450872,0.9882324217496464,0.9585000000000001,0.29326701164245605
23,0.9574,0.9981429222222221,0.9574,0.9574016911113544,0.13916720999948737,0.9875818237899793,0.9574000000000001,0.31528615951538086
24,0.9582,0.9982997333333333,0.9582,0.9582666647949079,0.1344700002589518,0.9886007814573988,0.9581999999999999,0.30327606201171875
25,0.9594,0.9983622333333333,0.9594,0.9594860296646098,0.1303622342620985,0.9889677319310263,0.9593999999999999,0.31672000885009766
26,0.9587,0.9983916,0.9587,0.9587584608543814,0.1314705751071259,0.9891272654255321,0.9587,0.2942671775817871
27,0.9595,0.9983959777777779,0.9595,0.9594890922390598,0.1303122300320131,0.9891792807870493,0.9595,0.3177967071533203
28,0.9581,0.9983563777777779,0.9581,0.9581067389130478,0.13118431905320252,0.9889934869583226,0.9581,0.29353761672973633
29,0.9589,0.9983435555555555,0.9589,0.9589199861944193,0.13241126595103045,0.9891021178302759,0.9589000000000001,0.31995511054992676
30,0.9594,0.9983612333333335,0.9594,0.9594622251789625,0.13148540215608828,0.9894049094853573,0.9593999999999999,0.29627156257629395
31,0.9609,0.9983868333333333,0.9609,0.9610002068427288,0.1275673363145473,0.9897540978360346,0.9609000000000002,0.3233680725097656
32,0.9623,0.9984312444444443,0.9623,0.9623879264489128,0.12579860355782943,0.9901499733277677,0.9622999999999999,0.29626941680908203
33,0.962,0.9984336777777779,0.962,0.9620999564469166,0.12565090619753913,0.990243243488937,0.962,0.34030890464782715
34,0.9623,0.9983815333333336,0.9623,0.9623729103555769,0.12687557649296335,0.9896533186649359,0.9623000000000002,0.31828880310058594
35,0.9607,0.9984042777777778,0.9607,0.9607960128803036,0.12810130856776544,0.9899119978609219,0.9607000000000001,0.32329320907592773
36,0.9624,0.9984766555555555,0.9624,0.9624961771049257,0.12329112869900452,0.9905724052817512,0.9623999999999999,0.302274227142334
37,0.9637,0.9984845777777778,0.9637,0.963806985221059,0.12321983323256183,0.990751753973037,0.9637,0.33708763122558594
