step,accuracy,auroc,f1_micro,f1_macro,neg_log_loss,average_precision,balanced_accuracy,time
0,0.1,0.5,0.1,0.01818181818181818,32.439288050205434,0.1,0.1,63.07227802276611
1,0.1903,0.5879012444444445,0.1903,0.06374938484733482,28.897026195018203,0.24125454733445345,0.1903,59.533650159835815
2,0.2807,0.6370538666666666,0.2807,0.14393575973197595,25.389328791393943,0.3243293728113373,0.2807,46.39673352241516
3,0.347,0.6808541666666666,0.347,0.2088468351018271,21.919884287729282,0.40038645495594016,0.347,46.74557423591614
4,0.4362,0.7322535111111111,0.4362,0.29855847763052284,18.452866635049787,0.4878665709071484,0.43620000000000003,45.53456926345825
5,0.4744,0.7649839333333333,0.4744,0.3589105967725943,15.054632949487745,0.5356279699840945,0.4744,44.0116081237793
6,0.4554,0.7687273888888888,0.4554,0.4032991799175883,15.065393670634762,0.5445668922732947,0.4554,42.81107187271118
7,0.5414,0.8215546222222223,0.5414,0.5062614306230212,11.616784518518799,0.6391602269095946,0.5414000000000001,44.00020670890808
8,0.498,0.8196317666666667,0.498,0.44919338822726795,11.647967230519685,0.6396426340416114,0.49800000000000005,44.040006160736084
9,0.5891,0.8747055888888889,0.5891,0.5565477324275754,8.204727878266532,0.7385175344465663,0.5891000000000001,45.33817529678345
10,0.6095,0.8742368222222222,0.6095,0.5695995190699135,8.221882481139348,0.7378704220097054,0.6094999999999999,42.497339963912964
11,0.6992,0.9275865888888889,0.6992,0.6750355124897418,4.766478731921512,0.8301899261911305,0.6991999999999999,50.87566304206848
12,0.7392,0.938229611111111,0.7392,0.7219776457215532,4.7278243333105605,0.8564484299677343,0.7392,45.5502552986145
13,0.807,0.9871900333333332,0.807,0.8215001119319558,1.3419159781555954,0.9418853085952096,0.807,64.49757885932922
14,0.7948,0.9880709777777777,0.7948,0.8042819681123252,1.3594517863987974,0.9415769769241171,0.7948,43.80886483192444
15,0.8072,0.988006822222222,0.8072,0.809420935407379,1.3718302133829816,0.94170755863478,0.8072000000000001,44.504565715789795
16,0.7864,0.9871119111111112,0.7864,0.7874775542498187,1.392728144362544,0.9357279528163426,0.7864000000000001,42.203989028930664
17,0.7898,0.9865662555555555,0.7898,0.7856612646642132,1.409751592896368,0.9314471454043168,0.7898,42.59774422645569
18,0.8019,0.9863825666666667,0.8019,0.7957186030857484,1.4163951532535632,0.9318111074803268,0.8019000000000001,42.211524963378906
19,0.8305,0.9875041444444443,0.8305,0.8256673203799426,1.4058290633441477,0.9369562323778146,0.8305000000000001,43.26542568206787
20,0.8591,0.9890492666666667,0.8591,0.8558458923435113,1.391313776663626,0.9408629178211733,0.8591000000000001,43.15079164505005
21,0.8868,0.9898161333333333,0.8868,0.8857073714387665,1.375990449408336,0.9433792935260445,0.8867999999999998,43.35663986206055
22,0.8552,0.9916880555555556,0.8552,0.8589169817210933,1.3728687369755248,0.9499442921633401,0.8552,41.970436573028564
23,0.8078,0.9913748000000002,0.8078,0.8146970190942572,1.4058020326749898,0.9506113285008262,0.8078,41.852134227752686
24,0.8181,0.9917322333333332,0.8181,0.8231956812967537,1.405761035549406,0.951945672494429,0.8181,43.3512864112854
25,0.8219,0.9918006666666667,0.8219,0.8228904424925698,1.4190922805512658,0.9526203682432082,0.8219000000000001,43.32956910133362
26,0.8379,0.9928928444444445,0.8379,0.8369374240599534,1.4103341027846814,0.9605430691001308,0.8379000000000001,42.35860013961792
27,0.8431,0.9928643444444445,0.8431,0.841571221880699,1.4235382102789758,0.9603396828575527,0.8431000000000001,44.22877788543701
28,0.8367,0.991468588888889,0.8367,0.8334254830378311,1.4470682069003094,0.9548089250137304,0.8366999999999999,47.89489150047302
29,0.8295,0.9915834333333333,0.8295,0.8229622541064708,1.456037528147795,0.9551928278438352,0.8295,44.369524002075195
30,0.8253,0.9923766888888889,0.8253,0.8156377777656685,1.4635406715642396,0.9578009903721396,0.8253,43.073148012161255
31,0.82,0.9922027444444446,0.82,0.8099578932818995,1.4784567034573994,0.9564052272162826,0.82,43.972618103027344
32,0.8426,0.9917606555555555,0.8426,0.8352484379742421,1.4805248350181923,0.9542828520136183,0.8426,137.1831076145172
33,0.8562,0.9918564666666667,0.8562,0.8470219536198946,1.4753900502131545,0.9555222258439866,0.8562,45.95148992538452
34,0.8948,0.9923222333333334,0.8948,0.8941168497827029,1.4538052297832669,0.9577682749019463,0.8948,43.36435890197754
35,0.9013,0.9924878111111111,0.9013,0.9003934828629955,1.45244884423068,0.958306451729914,0.9013,43.54645895957947
36,0.8897,0.9935204555555555,0.8897,0.8892240179592001,1.4436327061787408,0.9638197202227774,0.8897,43.7783088684082
37,0.887,0.9930206666666667,0.887,0.8862525113336008,1.4553335481947065,0.9610528610032386,0.8869999999999999,57.865352630615234
38,0.8829,0.9935975444444445,0.8829,0.8811339617858508,1.4592604971027925,0.9638050239332723,0.8828999999999999,44.72674608230591
39,0.8793,0.9934871555555557,0.8793,0.8777394724437334,1.46714503851413,0.9636380469260482,0.8793,55.50010108947754
40,0.8769,0.9934378222222222,0.8769,0.8738907471283535,1.4705986519844443,0.9638955877792599,0.8769,59.78553771972656
41,0.8821,0.9934406666666667,0.8821,0.8786398615339438,1.4746564652585596,0.9638755229687652,0.8821,50.03847360610962
42,0.8851,0.9932770888888889,0.8851,0.8813089196528725,1.4870468113657154,0.9635226871141706,0.8850999999999999,46.695571422576904
43,0.8984,0.9935273222222222,0.8984,0.8960907667868723,1.492104244819461,0.9642622807133259,0.8984,44.77834463119507
44,0.8711,0.9927236333333334,0.8711,0.8728134811117121,1.510869171057556,0.9611681782760091,0.8711,49.088879108428955
45,0.8687,0.9926462333333333,0.8687,0.8695076715669561,1.5198176441768498,0.9609843179326912,0.8686999999999999,42.811376333236694
46,0.8702,0.9926834222222223,0.8702,0.8706110506385694,1.5280237677669926,0.9609916927679032,0.8702,101.32804203033447
47,0.8979,0.9928632444444444,0.8979,0.8992596198515542,1.526419195543268,0.9614611795011788,0.8978999999999999,46.641945123672485
48,0.8901,0.9933644888888891,0.8901,0.8881628795511247,1.5325309216294627,0.96151408911491,0.8901,45.04959225654602
49,0.869,0.9932383666666666,0.869,0.8676879843928527,1.5502208557077917,0.9613376990788112,0.869,176.31831884384155
50,0.8937,0.9936264888888887,0.8937,0.8950755188499724,1.5514665064722073,0.9623751648820956,0.8936999999999999,43.92695212364197
51,0.8852,0.9934397444444443,0.8852,0.8868674301221271,1.5709646014705694,0.9616155750074744,0.8852,45.68765926361084
52,0.8887,0.9934418777777779,0.8887,0.8900966862647222,1.574153772533317,0.9613909055453748,0.8887,113.6672797203064
53,0.9019,0.9935798666666666,0.9019,0.9032633682053636,1.5718190065793938,0.9622091818853693,0.9019,138.41869735717773
54,0.9046,0.9935774333333335,0.9046,0.9056380153735146,1.576419224309948,0.962060858182985,0.9046,49.417399406433105
55,0.9093,0.993561911111111,0.9093,0.9100981469369026,1.578627835025465,0.9620537001350739,0.9093,46.4996132850647
56,0.9113,0.9936796888888889,0.9113,0.9118116235789231,1.5820829471925966,0.9627021098661237,0.9113,44.13374042510986
57,0.9103,0.9937685111111112,0.9103,0.9109229414699429,1.5860458014149599,0.9631397246108329,0.9103,53.14337229728699
58,0.914,0.9937086333333334,0.914,0.9142628757795597,1.5928932106972873,0.9628594207425373,0.914,48.719353914260864
59,0.9166,0.9939604111111111,0.9166,0.9168575441326953,1.595533906932413,0.9645273961599397,0.9166000000000001,136.19675588607788
