step,accuracy,auroc,f1_micro,f1_macro,neg_log_loss,average_precision,balanced_accuracy,time
0,0.1,0.5,0.1,0.01818181818181818,32.43928805020544,0.1,0.1,0.1366262435913086
1,0.1948,0.5816068,0.1948,0.0676913889188367,28.894679169296474,0.19140967899878303,0.1948,0.13412165641784668
2,0.276,0.6300844666666667,0.276,0.1413907028803317,25.37192769142222,0.272980740902677,0.27599999999999997,0.2722475528717041
3,0.1912,0.6325307888888888,0.1912,0.12507842968604105,25.415967669522935,0.282641210120608,0.19119999999999998,0.29126453399658203
4,0.2454,0.6434134444444444,0.2454,0.1337532669286901,25.362927185927372,0.33247931037518524,0.24539999999999998,0.3041839599609375
5,0.295,0.6451912111111111,0.295,0.15036497338209434,25.287995362082228,0.3403968770210615,0.295,0.2854480743408203
6,0.3317,0.6902799111111111,0.3317,0.20814380571174684,21.844606965741388,0.4135114696810894,0.3317,0.3121929168701172
7,0.3556,0.7358412888888888,0.3556,0.25202467823846353,18.41729802684388,0.4897972174341943,0.3556,0.28926658630371094
8,0.3911,0.7366335777777777,0.3911,0.28163456312221213,18.353938915729675,0.492483448022201,0.3911,0.30251097679138184
9,0.4591,0.7416474555555556,0.4591,0.3483905514197431,18.229339207578278,0.5115925886006634,0.45909999999999995,0.29526853561401367
10,0.5215,0.7896103,0.5215,0.42996937483697106,14.743605566547817,0.5900664855570505,0.5215,0.299785852432251
11,0.5813,0.8362413333333333,0.5813,0.5131152243384308,11.280700716373937,0.6658222377633785,0.5812999999999999,0.30382752418518066
12,0.6107,0.8758561888888888,0.6107,0.5666173207987167,7.887343595517363,0.7160519030358531,0.6107000000000001,0.30588841438293457
13,0.6582,0.9219559,0.6582,0.6400798564688717,4.473834182985283,0.7896890278279166,0.6582,0.3222968578338623
14,0.6849,0.9273503333333334,0.6849,0.6721628321240269,4.4292158119057525,0.8101888574978251,0.6849,0.28426051139831543
15,0.6531,0.9304108111111111,0.6531,0.6276336393880245,4.470972702533797,0.8188830401789524,0.6531,0.30527687072753906
16,0.6832,0.9331032444444445,0.6832,0.6536098608664253,4.403620199986326,0.824849976110341,0.6832,0.2844374179840088
17,0.7226,0.9348874333333335,0.7226,0.6928175274636922,4.331689053195023,0.830250514718289,0.7226,0.30828022956848145
18,0.7259,0.9353883666666667,0.7259,0.6886045210749435,4.327021997818654,0.8324833713305587,0.7259,0.27825164794921875
19,0.7296,0.9350560555555557,0.7296,0.6863136149710083,4.325405671171414,0.8313684707752416,0.7295999999999999,0.3072783946990967
20,0.744,0.936361111111111,0.744,0.6998739009557664,4.302808523563415,0.8362892590260389,0.744,0.28379201889038086
21,0.7811,0.9386606111111112,0.7811,0.7474491634110538,4.204189812565893,0.8463727220739845,0.7811000000000001,0.30827927589416504
22,0.7821,0.9386243666666667,0.7821,0.7510176190208441,4.174517336984599,0.8501908356897052,0.7821,0.29626941680908203
23,0.7777,0.9388666000000001,0.7777,0.7442266968729863,4.1751665706375745,0.8476364750548294,0.7777,0.3107779026031494
24,0.7789,0.9389661111111112,0.7789,0.744248553562866,4.159679471938479,0.8487375626480664,0.7788999999999999,0.29682111740112305
25,0.8094,0.9892255888888888,0.8094,0.801600951166521,0.7555326311816214,0.9402753479775952,0.8093999999999999,0.3072786331176758
26,0.8495,0.9904118000000001,0.8495,0.8494325937813414,0.6674557660140488,0.9462766857983059,0.8494999999999999,0.2912638187408447
27,0.8486,0.9905044111111112,0.8486,0.8484012088750408,0.6491105334611942,0.9467648517989261,0.8485999999999999,0.3072807788848877
28,0.8641,0.9909189333333333,0.8641,0.8653954796753578,0.6178746044931223,0.9483825477013956,0.8641,0.30355024337768555
29,0.858,0.9905357444444446,0.858,0.8597259473210798,0.614632596996193,0.9477360756933726,0.858,0.32645177841186523
30,0.8673,0.9908925333333334,0.8673,0.8680234533735851,0.5839626145232282,0.9489730168799925,0.8673000000000002,0.3128066062927246
31,0.8692,0.9909653111111112,0.8692,0.8691040478226577,0.577879819100667,0.95035169611337,0.8692,0.3097867965698242
32,0.871,0.9912346111111111,0.871,0.8712486964852294,0.5719849277503559,0.9522646386610507,0.8710000000000001,0.29626893997192383
33,0.8692,0.9911274555555556,0.8692,0.8694596357845146,0.5703552077255224,0.9519677561099844,0.8692,0.3051457405090332
34,0.8485,0.9898326333333334,0.8485,0.8490183612935768,0.6052251974149071,0.9454128375204748,0.8484999999999999,0.29908132553100586
35,0.8312,0.9894968555555556,0.8312,0.8313274970837273,0.6189987165363243,0.941862235645089,0.8311999999999999,0.31400346755981445
36,0.8499,0.9900835666666667,0.8499,0.8509883999074527,0.5887793011466355,0.9445123537960841,0.8499000000000001,0.3023979663848877
37,0.8571,0.9901121999999999,0.8571,0.8574610073460074,0.5732766116454523,0.9445958692579184,0.8571,0.3112823963165283
38,0.8519,0.9906984666666668,0.8519,0.8534901084002596,0.5762759964430046,0.9469195845745855,0.8519,0.3002738952636719
39,0.8572,0.9909232777777778,0.8572,0.8580156363115942,0.5548470799390776,0.9477319143897323,0.8572,0.32028937339782715
40,0.8553,0.9903737222222222,0.8553,0.8557606707875157,0.5571166067949584,0.945542321279866,0.8553000000000001,0.3022747039794922
41,0.8543,0.9903765,0.8543,0.8546982477418045,0.5605276314845047,0.9458553236797339,0.8543,0.31528592109680176
42,0.8478,0.9898180999999999,0.8478,0.8484216383837065,0.5696683400090544,0.9435671311013702,0.8478000000000001,0.2972700595855713
43,0.8467,0.9899231555555555,0.8467,0.8470083938057537,0.5652857347802949,0.9436262985422852,0.8467,0.31797122955322266
44,0.8729,0.9914952222222222,0.8729,0.874076909629748,0.5185295855096078,0.9554241092595024,0.8728999999999999,0.3022747039794922
45,0.8763,0.992122188888889,0.8763,0.8774897044691441,0.5138603351251865,0.9582601906977892,0.8763,0.311281681060791
46,0.8757,0.9925021888888891,0.8757,0.8769851604446416,0.5154976482059707,0.9601489223242389,0.8756999999999999,0.3035314083099365
47,0.8864,0.9930043222222222,0.8864,0.8873522099925178,0.4870818962292539,0.9624324896315647,0.8863999999999999,0.31589198112487793
48,0.8873,0.9932312888888888,0.8873,0.888034978937239,0.47859996956060197,0.963761638131435,0.8873,0.3044705390930176
49,0.8899,0.9930723666666665,0.8899,0.8907096005635482,0.47355182954229286,0.962548910944319,0.8899000000000001,0.31574440002441406
50,0.8869,0.9930844444444444,0.8869,0.8880586818200487,0.47594491457424126,0.9626185491013954,0.8869,0.30828309059143066
51,0.8844,0.9929164666666667,0.8844,0.8855774922249848,0.473210331801588,0.9624002111594494,0.8844000000000001,0.3162875175476074
52,0.8833,0.9931841888888888,0.8833,0.8842082895093885,0.46327488235735725,0.9631269195345045,0.8833,0.3072793483734131
