step,accuracy,auroc,f1_micro,f1_macro,neg_log_loss,average_precision,balanced_accuracy,time
0,0.1,0.5,0.1,0.01818181818181818,32.439288050205434,0.1,0.1,0.1331195831298828
1,0.1903,0.5879012666666666,0.1903,0.06375098913103372,28.894470042138703,0.2412543128493876,0.1903,0.1331331729888916
2,0.2637,0.6250791555555556,0.2637,0.1227642369904968,25.40554617223828,0.2966755469737309,0.2637,0.2552309036254883
3,0.316,0.6591068444444443,0.316,0.18169519757183245,21.956927618886564,0.35009566333010256,0.31599999999999995,0.31828880310058594
4,0.3853,0.7145715111111111,0.3853,0.2774365593484915,18.469150399581757,0.44464431551022976,0.3853,0.30725574493408203
5,0.4749,0.7676446,0.4749,0.3749169743911977,14.979470093285027,0.5368286548135317,0.4749,0.28821492195129395
6,0.5648,0.8220078888888889,0.5648,0.47966817334221795,11.485976417747976,0.6333944935012772,0.5648000000000001,0.30395054817199707
7,0.5046,0.8282745222222223,0.5046,0.4773227321632376,11.455820820717973,0.6483970525873939,0.5045999999999999,0.27124595642089844
8,0.5232,0.8316815333333334,0.5232,0.464008589183505,11.428474017091917,0.6571569798122046,0.5231999999999999,0.30527591705322266
9,0.5221,0.8548785888888888,0.5221,0.4712510935895741,8.102098995293195,0.6671265185033705,0.5221,0.28125524520874023
10,0.5533,0.8546002111111111,0.5533,0.5014131469566211,8.054628374832417,0.6681414826729368,0.5532999999999999,0.3042759895324707
11,0.625,0.9079629222222223,0.625,0.5962695496018864,4.597907169952775,0.7579877649446641,0.6249999999999999,0.2869288921356201
12,0.6377,0.9101153777777778,0.6377,0.5894985988638564,4.571260793040265,0.762715115611467,0.6376999999999999,0.3072783946990967
13,0.7283,0.9630088333333333,0.7283,0.7055778593853217,1.0781062505019032,0.8560503939759865,0.7283,0.29126429557800293
14,0.7356,0.9651827444444445,0.7356,0.7039028580127648,1.0703542878956314,0.8604654313087,0.7356,0.30527663230895996
15,0.7485,0.9655652777777778,0.7485,0.710241674003436,1.0442211715529073,0.8569811804614172,0.7484999999999999,0.29526853561401367
16,0.7582,0.9684180444444443,0.7582,0.7162501675641456,1.0020685464199641,0.8613653103049028,0.7582,0.3292996883392334
17,0.7807,0.9670702999999999,0.7807,0.7717161116203688,0.9301342679939028,0.8650791577904483,0.7807,0.3172879219055176
18,0.7888,0.9709428888888889,0.7888,0.7842373711474755,0.9022014521067425,0.8679222033842777,0.7888,0.33030033111572266
19,0.8262,0.9737707111111111,0.8262,0.8230480107599787,0.8204219107493572,0.8771725135501139,0.8262,0.29826998710632324
20,0.8494,0.9824285111111111,0.8494,0.8535390013168586,0.7486680262534364,0.9123536553970422,0.8493999999999999,0.30827927589416504
21,0.8324,0.9857239,0.8324,0.8387212630595133,0.7404900961513196,0.9232399839263665,0.8324,0.2942671775817871
22,0.8251,0.9872888555555555,0.8251,0.8321388251222569,0.7333781109517887,0.9389816975423877,0.8251,0.3092830181121826
23,0.8283,0.9868011333333333,0.8283,0.8335619224324091,0.7382109161589465,0.9371582054834947,0.8282999999999999,0.29796504974365234
24,0.8326,0.9878021,0.8326,0.8358229375837627,0.716758907683951,0.9402194109822691,0.8326,0.3168628215789795
25,0.8506,0.9882235111111111,0.8506,0.8548097918285473,0.6721188644793166,0.9415133926323783,0.8506,0.3062748908996582
26,0.8461,0.9882877777777777,0.8461,0.8498060352115872,0.6710149003687104,0.9402829074801661,0.8461000000000001,0.3112828731536865
27,0.8692,0.9883279444444444,0.8692,0.871717023665836,0.6407311985634562,0.9379634521358801,0.8692,0.2992722988128662
28,0.8652,0.9893896,0.8652,0.8676202225965215,0.6291039938566572,0.9433082944129774,0.8652,0.31467747688293457
29,0.8436,0.9880667666666667,0.8436,0.8466084338967663,0.6471190429236179,0.9375557316592579,0.8435999999999998,0.2976846694946289
30,0.8541,0.9885127,0.8541,0.8565630656225232,0.6150895180741704,0.9386818577031788,0.8541000000000001,0.3075082302093506
31,0.8744,0.9904821777777777,0.8744,0.8759700879815732,0.5563966813215871,0.9477371180880431,0.8744,0.294266939163208
32,0.8673,0.9900872,0.8673,0.8708314038494726,0.5636522294566814,0.9479128941614544,0.8673,0.27625131607055664
33,0.8801,0.990760388888889,0.8801,0.8826882017357661,0.5306199082240101,0.9504221000107684,0.8801,0.2793092727661133
