step,accuracy,auroc,f1_micro,f1_macro,neg_log_loss,average_precision,balanced_accuracy,time
0,0.1,0.5,0.1,0.01818181818181818,32.43928805020544,0.1,0.1,0.13912630081176758
1,0.1651,0.5800042555555556,0.1651,0.08016274594069397,28.9105483753082,0.22703690249213543,0.1651,0.13512253761291504
2,0.2445,0.6313695444444445,0.2445,0.150782303034707,25.38153645342966,0.3155000098216889,0.24450000000000002,0.2715754508972168
3,0.3406,0.6873895444444444,0.3406,0.2285254852840221,21.831292465657977,0.4155963982202654,0.34059999999999996,0.28594017028808594
4,0.423,0.7372231222222222,0.423,0.325542134802608,18.3410601599866,0.5012721434263344,0.42299999999999993,0.30327582359313965
5,0.4649,0.7762570333333333,0.4649,0.3880545079583584,14.914991768724343,0.5615900807206108,0.4649,0.28490614891052246
6,0.5539,0.8310323666666666,0.5539,0.4919462272650156,11.398178468698989,0.6596166808184317,0.5539,0.3030548095703125
7,0.5906,0.873834011111111,0.5906,0.549529027933393,8.007158902739993,0.7182017191231773,0.5906,0.2954213619232178
8,0.663,0.9242023111111111,0.663,0.6496703783157891,4.567574978001046,0.8051077851453086,0.6629999999999999,0.30327534675598145
9,0.6158,0.9243550111111111,0.6158,0.6026282530129075,4.579997928665264,0.8086535908078611,0.6157999999999999,0.3022751808166504
10,0.663,0.9279523333333334,0.663,0.6407306944914891,4.530084988795039,0.8232234266409202,0.663,0.3062779903411865
11,0.6874,0.9293904222222222,0.6874,0.6670812430723314,4.4811807325155915,0.8257163852667496,0.6873999999999999,0.3122866153717041
12,0.6282,0.9280720555555556,0.6282,0.6154233692558994,4.510437930482066,0.8266408793053319,0.6282,0.29126858711242676
13,0.6676,0.9318361,0.6676,0.6458032748043319,4.435351668907832,0.8364110742695698,0.6676,0.3183629512786865
14,0.7081,0.9342147444444444,0.7081,0.6836082666900031,4.355171119543331,0.8423860318498081,0.7081000000000001,0.28426098823547363
15,0.7911,0.984642711111111,0.7911,0.7955253209515882,0.8721279553163865,0.930964856571977,0.7911,0.30458593368530273
16,0.7895,0.9870274333333333,0.7895,0.7949689457997852,0.8659692811146109,0.9416530200248705,0.7895,0.28325700759887695
17,0.7999,0.9875373333333334,0.7999,0.8017033612822196,0.8224315522941866,0.9417171478466912,0.7998999999999999,0.311521053314209
18,0.7404,0.9842130222222222,0.7404,0.7489966707054022,0.908724886900037,0.9334386830838792,0.7404,0.29156970977783203
19,0.7553,0.9854225333333334,0.7553,0.7603376249625206,0.867504192813772,0.9362972261939737,0.7552999999999999,0.31528592109680176
20,0.7799,0.9866824444444445,0.7799,0.7835017119407559,0.8175616254001147,0.9396085821401903,0.7798999999999999,0.2822585105895996
21,0.7934,0.9874316999999999,0.7934,0.7929902744434953,0.7902868303265491,0.9419036446942369,0.7934,0.3092939853668213
22,0.8105,0.9886438111111111,0.8105,0.8081470640989327,0.7521763387582064,0.9462783449347059,0.8105,0.2920534610748291
23,0.8209,0.9892755777777777,0.8209,0.8157696818640547,0.7347038299599651,0.947561864503878,0.8209,0.31972360610961914
24,0.8067,0.9886868555555557,0.8067,0.8002639186964412,0.7487801959611714,0.9460166791024254,0.8066999999999999,0.3042755126953125
25,0.8321,0.9920447333333333,0.8321,0.835049881025473,0.6584842804116054,0.9561301738076822,0.8321,0.3267791271209717
26,0.8585,0.9933527111111111,0.8585,0.8581995302857942,0.6007902813453239,0.9634811905371254,0.8584999999999999,0.2942686080932617
27,0.8386,0.9925394333333333,0.8386,0.8404370063568324,0.6243455397692351,0.9603667068263928,0.8385999999999999,0.2872607707977295
28,0.8459,0.9927921777777776,0.8459,0.8453652790193379,0.617131520853697,0.9610001457128451,0.8459,0.29741787910461426
29,0.8509,0.9930530444444445,0.8509,0.849580109055162,0.5964981150152515,0.9619077309984944,0.8508999999999999,0.29126429557800293
30,0.8614,0.9936479,0.8614,0.8587605061840732,0.5633099976467494,0.9640336421135725,0.8614,0.3000919818878174
31,0.8717,0.9942522,0.8717,0.8679846087460528,0.5369146364882624,0.9660629570391392,0.8717,0.3135054111480713
32,0.8886,0.9945116444444444,0.8886,0.8895778200969783,0.4954757213302729,0.9672689125964553,0.8886,0.29825806617736816
33,0.8922,0.9947403444444444,0.8922,0.8924460566455531,0.4837793299755351,0.9687669603256154,0.8922000000000001,0.31717586517333984
34,0.8927,0.9948364111111111,0.8927,0.8920878595680726,0.46996723329242385,0.9693926782312055,0.8927000000000002,0.33230113983154297
35,0.905,0.9947911888888887,0.905,0.9038797671053962,0.45388320153127115,0.9697384590181048,0.905,0.35863161087036133
36,0.8973,0.9949746666666666,0.8973,0.8953149305642603,0.45605046983774866,0.9698997467006153,0.8972999999999999,0.2889530658721924
37,0.9038,0.9948590555555556,0.9038,0.9031954686640127,0.44000409827670484,0.9690482146216309,0.9037999999999998,0.3110191822052002
38,0.8792,0.9935880000000001,0.8792,0.8797753835183121,0.4758683022532005,0.9624878856380835,0.8792,0.3135714530944824
39,0.8877,0.9938070666666666,0.8877,0.8878080326310623,0.45868690357250097,0.9633589747148819,0.8877,0.31528639793395996
40,0.8897,0.9937371444444446,0.8897,0.8912027488441335,0.4491729491578117,0.962772602800815,0.8897,0.31028199195861816
41,0.8878,0.9936779000000001,0.8878,0.8888870786857936,0.4476177816637455,0.9628347245134663,0.8878,0.31728601455688477
42,0.8936,0.9938997888888889,0.8936,0.8943041965899396,0.433499694172894,0.9637837891837562,0.8936000000000002,0.30295276641845703
43,0.8936,0.9939306666666667,0.8936,0.8942317985038626,0.4312726095399148,0.9637185709196394,0.8936,0.3113231658935547
44,0.8936,0.9939110666666668,0.8936,0.8941491528656969,0.4292297081884896,0.963569199395087,0.8936,0.3012731075286865
45,0.89,0.993942388888889,0.89,0.8916576694555018,0.43469730786790567,0.9643756355903319,0.89,0.31328463554382324
46,0.8952,0.9945817888888888,0.8952,0.8960962071527,0.4167688329549622,0.9666728760444008,0.8952,0.3035860061645508
47,0.8914,0.9945022222222223,0.8914,0.8923170769599611,0.42316154805872463,0.9661356744349254,0.8914000000000002,0.3119981288909912
48,0.8922,0.9944261888888889,0.8922,0.8928458377273177,0.42196047311994433,0.9656100976340678,0.8922000000000001,0.3042759895324707
49,0.8865,0.9945483111111111,0.8865,0.8865192053277795,0.4257641018212154,0.9653515139527015,0.8864999999999998,0.3192617893218994
50,0.8895,0.9947038666666665,0.8895,0.889221564550558,0.4155822599830587,0.9662036772743556,0.8895,0.31363534927368164
51,0.883,0.9946790555555556,0.883,0.8827414315647459,0.42607331143589244,0.9659763111191989,0.883,0.3155636787414551
52,0.8931,0.994878511111111,0.8931,0.8942152265706786,0.4049599301866885,0.9673819816518977,0.8931000000000001,0.3071916103363037
53,0.893,0.9948813444444445,0.893,0.8939965800913099,0.4081400793936485,0.9672659695444601,0.893,0.31328415870666504
54,0.881,0.9936531888888889,0.881,0.8825476985094399,0.43310612160050166,0.9604289355027829,0.881,0.3042755126953125
55,0.88,0.993499211111111,0.88,0.8811831068764879,0.4343886701907247,0.9598370606481781,0.8799999999999999,0.31328415870666504
56,0.8832,0.9932771666666665,0.8832,0.8845388458906662,0.42421453017683264,0.9589914570651,0.8831999999999999,0.30527687072753906
57,0.8954,0.9939011333333333,0.8954,0.897203653833941,0.3953864958187686,0.9620739031893951,0.8954000000000001,0.31563305854797363
58,0.9086,0.9945203888888889,0.9086,0.9096850313197757,0.36192185074492483,0.9653472195916555,0.9085999999999999,0.30530333518981934
59,0.9077,0.9945282666666666,0.9077,0.908735286623293,0.3607248476682975,0.9652960612176308,0.9077,0.3150460720062256
