step,accuracy,auroc,f1_micro,f1_macro,neg_log_loss,average_precision,balanced_accuracy,time
0,0.1,0.5,0.1,0.01818181818181818,32.43928805020544,0.1,0.1,0.14913582801818848
1,0.131,0.5512460222222222,0.131,0.0435079213153042,28.945065714063578,0.17295210452660567,0.131,0.1353302001953125
2,0.2078,0.6019489111111112,0.2078,0.09546703128166342,25.455274372070196,0.2515220397188229,0.20779999999999998,0.27124524116516113
3,0.3001,0.6614789444444444,0.3001,0.171385537952716,21.93337024839043,0.34394484999773717,0.30010000000000003,0.27460741996765137
4,0.3762,0.7117606555555556,0.3762,0.246829662623225,18.441335711677635,0.4206229652213211,0.3762,0.3022747039794922
5,0.4352,0.7579138222222223,0.4352,0.326122654279777,14.993987843260067,0.4941909393758633,0.43520000000000003,0.2835841178894043
6,0.4863,0.7985787555555556,0.4863,0.3967693228518523,11.59188977806699,0.5509715214861222,0.48629999999999995,0.31028056144714355
7,0.4148,0.7976325444444444,0.4148,0.37078074206700745,11.625612321299618,0.5600999924516435,0.41480000000000006,0.2872605323791504
8,0.4627,0.8500066555555555,0.4627,0.4427378068972736,8.2095117879194,0.6502844905103831,0.46270000000000006,0.3067023754119873
9,0.5081,0.897448111111111,0.5081,0.5079062246639443,4.797239051763674,0.725941782957442,0.5081,0.2947535514831543
10,0.5216,0.9029034333333333,0.5216,0.5093016006806392,4.772390980964843,0.7332771300583614,0.5216,0.30578160285949707
11,0.5431,0.9103874000000001,0.5431,0.505532702750848,4.725335171849439,0.749325312289305,0.5431,0.30127501487731934
12,0.5404,0.9067903333333334,0.5404,0.47582452480972093,4.721402556137677,0.7306501914647582,0.5404,0.3057897090911865
13,0.6518,0.9154081999999999,0.6518,0.5970007729946512,4.527064961893148,0.7565762216416412,0.6517999999999999,0.309281587600708
14,0.6274,0.9164185111111112,0.6274,0.5688340126031278,4.58020921113622,0.7654502449556186,0.6274000000000001,0.27466654777526855
15,0.6934,0.9668556999999998,0.6934,0.6654173900649819,1.1042396592894144,0.8250447873584557,0.6933999999999999,0.31264328956604004
16,0.6038,0.9587666333333333,0.6038,0.5921227468212094,1.260656512265982,0.8108531514854185,0.6038,0.27395176887512207
17,0.6319,0.9654197999999999,0.6319,0.6416998668702341,1.1484750162549402,0.8330868774961765,0.6319,0.30640244483947754
18,0.649,0.9623300111111112,0.649,0.6387209703603871,1.1382384973745958,0.8273545713602883,0.6489999999999999,0.274249792098999
19,0.6715,0.9668983666666666,0.6715,0.6520309992761375,1.104139740543818,0.8414917603880099,0.6715,0.305692195892334
20,0.7085,0.9709644444444445,0.7085,0.6876587194278464,1.0308990935187747,0.8538569025832647,0.7084999999999999,0.28315258026123047
21,0.7513,0.9755848555555555,0.7513,0.7476661656846819,0.9016857978756414,0.8769302157922325,0.7513,0.3070399761199951
22,0.7845,0.9804832333333333,0.7845,0.7870590116119125,0.8282448957147244,0.8965092549725501,0.7845,0.28473472595214844
23,0.8069,0.9836547666666666,0.8069,0.8082197437960608,0.7658253257443924,0.9130640827143509,0.8069000000000001,0.30627870559692383
24,0.8209,0.9844819666666668,0.8209,0.8206083012494151,0.7431491307631337,0.9160642514163706,0.8209,0.29830145835876465
25,0.8518,0.9866074444444445,0.8518,0.851429079684656,0.6790892218052725,0.9286604655203767,0.8518000000000001,0.30827951431274414
26,0.873,0.9892704,0.873,0.8734211908598895,0.6343358154370907,0.9440741896548006,0.873,0.3002746105194092
27,0.8687,0.9899066777777777,0.8687,0.8695782862089796,0.615214372101709,0.9458917453752003,0.8686999999999999,0.30799031257629395
28,0.8802,0.9907674555555556,0.8802,0.8807441242424472,0.5773513824412244,0.9495253008851957,0.8802000000000001,0.29827046394348145
29,0.8778,0.9907955555555554,0.8778,0.8776444547176798,0.5717419581810824,0.9496706059898182,0.8778,0.3092806339263916
30,0.8815,0.9911757444444446,0.8815,0.8809721252190752,0.5442012970723767,0.9512491827509582,0.8814999999999997,0.30057215690612793
31,0.8838,0.9914725555555555,0.8838,0.8827650356184851,0.5339654635257979,0.9515963563739354,0.8838000000000001,0.3079516887664795
32,0.8763,0.9912447444444445,0.8763,0.8760212865250432,0.5488806727082869,0.9511064296807916,0.8763,0.30527687072753906
33,0.894,0.9922487222222223,0.894,0.8948118796130574,0.49553180635435384,0.9547671619464527,0.8939999999999999,0.3062784671783447
34,0.9043,0.9928234111111112,0.9043,0.9052770396045748,0.4715636736502748,0.9596380415112069,0.9043000000000001,0.31540584564208984
35,0.8984,0.9926193777777778,0.8984,0.8987559837768947,0.48956253120363047,0.9591617720895078,0.8984,0.284257173538208
36,0.9027,0.992914711111111,0.9027,0.9030678286498208,0.47216145658702324,0.9597706481904125,0.9027000000000001,0.312286376953125
