step,accuracy,auroc,f1_micro,f1_macro,neg_log_loss,average_precision,balanced_accuracy,time
0,0.1,0.5,0.1,0.01818181818181818,32.43928805020544,0.1,0.1,0.14929986000061035
1,0.1903,0.5832383666666667,0.1903,0.06347592272275536,28.896336724572,0.21693784604285504,0.1903,0.13701081275939941
2,0.2885,0.6371759333333333,0.2885,0.1346338388938443,25.346377381604583,0.3067183941767738,0.2885,0.2802598476409912
3,0.3726,0.6862611222222222,0.3726,0.21895425330162457,21.847667016017194,0.3906498840974682,0.3726,0.29026365280151367
4,0.4665,0.7358673444444446,0.4665,0.3248122609055783,18.343997701387654,0.4635001685711522,0.4665,0.304276704788208
5,0.5065,0.7753443888888889,0.5065,0.39093162582861385,14.930875459610682,0.5206614689006499,0.5065,0.28813767433166504
6,0.3888,0.7785322777777778,0.3888,0.35067062461464776,14.973789663101218,0.5392162560760899,0.3888,0.30153417587280273
7,0.4332,0.7848323333333334,0.4332,0.3867576545237351,14.893786261531176,0.5582411960218591,0.4332,0.30528998374938965
8,0.4597,0.8334842111111112,0.4597,0.43086093656854924,11.475404222415003,0.6388808391909042,0.45969999999999994,0.28328514099121094
9,0.4715,0.8670582888888889,0.4715,0.46040391418463084,8.113583898871546,0.6617345756691306,0.4715,0.3045170307159424
10,0.5011,0.8773784666666667,0.5011,0.46771043929292067,8.066512386387636,0.708477041758569,0.5011,0.28625941276550293
11,0.582,0.9309036333333331,0.582,0.5749694027185274,4.579054066071946,0.8146411938409409,0.5820000000000001,0.3192903995513916
12,0.5715,0.9313493333333334,0.5715,0.5480916652624209,4.580369391760603,0.8184248890424783,0.5715000000000001,0.2773933410644531
13,0.6462,0.9348047888888888,0.6462,0.6193046323986636,4.431609156300249,0.8308203070040616,0.6462,0.3072788715362549
14,0.6194,0.9329392555555556,0.6194,0.5906336079124146,4.473977790133719,0.8269997664197046,0.6194000000000001,0.27825260162353516
15,0.6445,0.9343892222222223,0.6445,0.6139429847804745,4.413555648247218,0.8312248083000462,0.6445000000000001,0.30714917182922363
16,0.694,0.936786588888889,0.694,0.6653590670092939,4.316673306368124,0.8392585142686659,0.6940000000000002,0.28183484077453613
17,0.6951,0.9745148333333334,0.6951,0.6688686661837329,1.0234651830004318,0.8790853124082801,0.6950999999999999,0.3089637756347656
18,0.7144,0.9754843666666666,0.7144,0.6845455488776133,0.9955886459819406,0.8792611545728665,0.7143999999999999,0.28899312019348145
19,0.7501,0.9780363111111111,0.7501,0.724077332329556,0.9206885070038486,0.8866781096479486,0.7501,0.3092813491821289
20,0.7661,0.9777971666666666,0.7661,0.7560376886086045,0.8502247798391316,0.8914759958867737,0.7661,0.2971484661102295
21,0.8005,0.9792252333333333,0.8005,0.7899800713880099,0.7865223029635133,0.894489587228611,0.8005000000000001,0.3122837543487549
22,0.801,0.9797175666666668,0.801,0.7890764851044365,0.7883529378344822,0.8962469977111333,0.8009999999999999,0.2946779727935791
23,0.8022,0.9818212444444445,0.8022,0.7868741644594487,0.7734766409739825,0.9025243390961462,0.8022,0.3095684051513672
24,0.8199,0.9854577999999998,0.8199,0.8184238842277376,0.7145430397519482,0.9147954815902765,0.8198999999999999,0.2977743148803711
25,0.8238,0.986825811111111,0.8238,0.8216127807424918,0.6877656065597942,0.922348804115177,0.8238,0.31128478050231934
26,0.8083,0.9872912444444444,0.8083,0.8090269481809061,0.7001135198414761,0.9246603847678813,0.8083,0.30262303352355957
27,0.8185,0.9886828555555557,0.8185,0.822385814154407,0.6781780302857253,0.9318620433714419,0.8185,0.31028056144714355
28,0.8323,0.9890867666666667,0.8323,0.8347148385081468,0.6482467691047333,0.9329979535251924,0.8322999999999998,0.302661657333374
29,0.8356,0.9874778222222222,0.8356,0.8371384280781436,0.6336362976086471,0.9281427718157378,0.8356,0.3074791431427002
30,0.8457,0.9873934,0.8457,0.8473844526365083,0.6079908318102322,0.9266051172958332,0.8457000000000001,0.3112828731536865
31,0.8545,0.9876039222222222,0.8545,0.8557477732225998,0.5880218927376698,0.9269167682367223,0.8545,0.3142850399017334
32,0.8571,0.9882863222222221,0.8571,0.8567970530614456,0.5766603302674388,0.9288887587477515,0.8571,0.3111093044281006
33,0.8607,0.9888142222222222,0.8607,0.8602091170242492,0.563665789961798,0.9305684832925619,0.8606999999999999,0.3222944736480713
34,0.8551,0.9870927444444446,0.8551,0.8543008213055518,0.5751070654055146,0.9252661695269386,0.8551,0.3128030300140381
35,0.8636,0.9878415666666667,0.8636,0.8625781150057191,0.5581256621818382,0.9282292388652319,0.8635999999999999,0.3108406066894531
36,0.8709,0.9878772222222223,0.8709,0.8686809185717262,0.5367328372158023,0.9276683561410225,0.8709,0.32602858543395996
37,0.879,0.9883405000000002,0.879,0.8767452963954284,0.5156867587255388,0.9293852305796546,0.8789999999999999,0.2940943241119385
38,0.8994,0.9917210666666667,0.8994,0.9003723183427239,0.46993021346736796,0.9478294713030534,0.8994,0.32004427909851074
39,0.897,0.9916924555555553,0.897,0.8977787509129597,0.46832053861681305,0.9471718023085213,0.8969999999999999,0.28089404106140137
40,0.9041,0.9924417555555557,0.9041,0.9048247059399438,0.4385521093548467,0.9511981547805991,0.9040999999999999,0.3181021213531494
41,0.9059,0.9925877444444444,0.9059,0.9064106777796281,0.4329044941356663,0.9518555053141634,0.9059000000000001,0.28784823417663574
42,0.9045,0.9924363222222222,0.9045,0.9048502335407695,0.43630860687767165,0.9513694699840635,0.9045,0.33530402183532715
43,0.9037,0.992715511111111,0.9037,0.9042241149166521,0.4323680991246433,0.9529036185225322,0.9037,0.2872605323791504
44,0.9015,0.9926104777777779,0.9015,0.9014810685128765,0.4321101425863043,0.9518383311784216,0.9015000000000001,0.3313014507293701
45,0.9001,0.9925855222222222,0.9001,0.89983906366597,0.4319550166791505,0.9520433486017573,0.9001000000000001,0.3084285259246826
46,0.9004,0.9928151444444444,0.9004,0.9002540647179993,0.42858475101241794,0.9533354736947677,0.9004000000000001,0.3212907314300537
47,0.904,0.9929079666666668,0.904,0.9037977607194587,0.41882263965078154,0.9534093890216679,0.9039999999999999,0.2952690124511719
48,0.9119,0.9938449333333335,0.9119,0.912059079923141,0.40148012382813825,0.9630977709464984,0.9118999999999999,0.3158140182495117
49,0.9108,0.9939597666666666,0.9108,0.9109188774799926,0.40016683137470366,0.9641987581973671,0.9108,0.3068559169769287
50,0.9235,0.9949579333333333,0.9235,0.9241030545800765,0.37239740843903585,0.9704410855701907,0.9235,0.34204721450805664
51,0.9112,0.9948831777777778,0.9112,0.9116111221373151,0.38892544047938893,0.9695970768661064,0.9111999999999998,0.3415353298187256
52,0.9092,0.9943483222222224,0.9092,0.9099448680732642,0.3872762553651469,0.9688857686175851,0.9091999999999999,0.30327582359313965
53,0.9108,0.9944700888888889,0.9108,0.9116001034889563,0.3793447403797777,0.9692482274704151,0.9107999999999998,0.3150618076324463
54,0.9144,0.9946309888888887,0.9144,0.9151924381907385,0.3698107397648055,0.9697927795021772,0.9144,0.3158245086669922
55,0.9156,0.9947596888888889,0.9156,0.9162675982356427,0.36145662846948506,0.9704245683339356,0.9156000000000001,0.33030033111572266
56,0.9145,0.9948009666666667,0.9145,0.9150469826692724,0.3599334162738784,0.9704806929486687,0.9145,0.3022749423980713
57,0.913,0.9950592444444444,0.913,0.9134116376729404,0.3528816739551482,0.971178918510059,0.913,0.3162872791290283
58,0.9133,0.9952251333333333,0.9133,0.9137523014132511,0.3432554232659686,0.9716063000674658,0.9132999999999999,0.3057820796966553
59,0.9166,0.995327111111111,0.9166,0.9169967325886071,0.33569360794516817,0.9718805781701366,0.9166000000000001,0.3139457702636719
