step,accuracy,auroc,f1_micro,f1_macro,neg_log_loss,average_precision,balanced_accuracy,time
0,0.3927,0.8088453888888889,0.3927,0.36562389022617514,11.635783702415825,0.5890069767025905,0.3927,0.13812637329101562
1,0.4646,0.8719973666666665,0.4646,0.38873713107393604,8.150779421211151,0.7054694984199964,0.4646,0.29218006134033203
2,0.6575,0.8841252555555557,0.6575,0.5829120500588726,7.695231083905187,0.7515432908326292,0.6575,0.3145592212677002
3,0.7797,0.9837155888888889,0.7797,0.7475540242347526,0.77893684976473,0.9205592980300394,0.7797,0.31328344345092773
4,0.8372,0.9855455666666666,0.8372,0.8315587570464722,0.6368509946003512,0.9351870627343889,0.8371999999999999,0.30027270317077637
5,0.8205,0.9927545777777779,0.8205,0.8117679949400458,0.596837202760446,0.9620925092267439,0.8204999999999998,0.3199591636657715
6,0.9048,0.9948846333333334,0.9048,0.9040398907018015,0.39539982054445566,0.9710501846329755,0.9047999999999998,0.30828046798706055
7,0.8879,0.9961462444444443,0.8879,0.8882229754235189,0.3888678290506556,0.9765155106723687,0.8878999999999999,0.3097853660583496
8,0.9097,0.9963750888888887,0.9097,0.9096340300902241,0.3229991892156936,0.9768801557649223,0.9097,0.3079557418823242
9,0.9211,0.9966420333333333,0.9211,0.9214518549837741,0.28965970443667977,0.9797790539911666,0.9211,0.32129740715026855
10,0.9295,0.9963155666666665,0.9295,0.9296506181554228,0.2662836342336067,0.9777191551066758,0.9295,0.29825448989868164
11,0.9342,0.9969804,0.9342,0.9338604053389865,0.23228193502198774,0.981123327549153,0.9341999999999999,0.3142850399017334
12,0.9417,0.9968966222222223,0.9417,0.9411624059866593,0.2085396334351407,0.9797542097526024,0.9417,0.2972700595855713
13,0.9472,0.9977595555555556,0.9472,0.9473745263388951,0.18985371889514993,0.986185092217001,0.9471999999999999,0.31328821182250977
14,0.945,0.9977407222222222,0.945,0.9452553805768815,0.18818993614317514,0.9858456814567802,0.9450000000000001,0.3193035125732422
15,0.9493,0.9978543555555556,0.9493,0.9493313027230069,0.17693575427741362,0.986935424904938,0.9492999999999998,0.3143038749694824
16,0.9479,0.9978472888888887,0.9479,0.9479541457197561,0.17892088128977415,0.9865083273674469,0.9479,0.3004567623138428
17,0.9501,0.9979957222222222,0.9501,0.9501242092454293,0.17062868537232947,0.9875041858660097,0.9501000000000002,0.31828975677490234
18,0.9509,0.9979688555555555,0.9509,0.951046286877421,0.16348657942063854,0.9874164305018777,0.9509000000000001,0.30027270317077637
19,0.954,0.998007611111111,0.954,0.9541375319964158,0.15498522189284766,0.9874633028417961,0.9540000000000001,0.31629037857055664
20,0.9523,0.9979847222222222,0.9523,0.9525467163838301,0.15480839303326183,0.9879415390512267,0.9523000000000001,0.2990250587463379
21,0.9572,0.998298188888889,0.9572,0.9575292542339129,0.1414439787883679,0.9896674087053613,0.9571999999999999,0.3172876834869385
